CAGR,Vol,Sharpe,MDD,AvgDD,TUW_days,RecoveryTime_days,UlcerIndex
0.07721474073115187,0.1913757200593348,0.4034719801822924,-0.5518945825443069,-0.016893000098468326,31.036630036630036,2404.0,16.417070319663576
